Ranking,World Ranking,University,Country,Impact Rank,Openness Rank,Excellence Rank,Uni Profile
3705,30052,Sekolah Tinggi Agama Islam STAI Persis Garut,Indonesia,30035,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
3706,30052,Sekolah Tinggi Ekonomi Islam STEI Al-Ishlah Cirebon,Indonesia,30035,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ekono
3707,30052,Sekolah Tinggi Ilmu Ekonomi dan Bisnis STIEB Perdana Mandiri,Indonesia,30035,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3708,30052,Sekolah Tinggi Ilmu Ekonomi STIE Kasih Bangsa,Indonesia,30035,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3709,30052,Sekolah Ilmu Ekonomi Pariwisata STIEPAR Manado,Indonesia,30035,6553,7212,https://en.wikipedia.org/wiki/Sekolah Ilmu Ekonomi
3710,30052,Sekolah Tinggi Ilmu Ekonomi STIE Triguna,Indonesia,30035,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3711,30052,Sekolah Tinggi Ilmu Kesehatan STIKES Artha Bodhi Iswara Surabaya,Indonesia,30035,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3712,30052,Sekolah Tinggi Ilmu Kesehatan STIKES Assyifa Aceh,Indonesia,30035,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3713,30052,Sekolah Tinggi Kesehatan STIKES Eka Harap,Indonesia,30035,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Keseh
3714,30052,Sekolah Tinggi Ilmu Kesehatan STIKES Medica Seramoe Barat,Indonesia,30035,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3715,30052,STIK Gia Makassar,Indonesia,30035,6553,7212,https://en.wikipedia.org/wiki/STIK Gia Makassar
3716,30052,Sekolah Tinggi Ilmu Tarbiyah STIT Ahlussunah Bukittinggi,Indonesia,30035,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3717,30052,STIU Darussalam,Indonesia,30035,6553,7212,https://en.wikipedia.org/wiki/STIU Darussalam
3718,30052,Sekolah Tinggi Keguruan dan Ilmu Pendidikan STKIP Paracendikia NW Sumbawa,Indonesia,30035,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Kegur
3719,30052,Sekolah Tinggi Manajemen dan Ilmu Komputer STMIK Indonesia Banda Aceh,Indonesia,30035,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Manaj
3720,30052,Sekolah Tinggi Teologi STT Global Glow Indonesia,Indonesia,30035,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Teolo
3721,30052,Universitas dr Soebandi,Indonesia,30035,6553,7212,https://en.wikipedia.org/wiki/Universitas dr Soeba
3722,30052,Universitas Muhammadiyah Papua UM PAPUA,Indonesia,30035,6553,7212,https://en.wikipedia.org/wiki/Universitas Muhammad
3723,30052,Universitas Mandiri,Indonesia,30035,6553,7212,https://en.wikipedia.org/wiki/Universitas Mandiri
3724,30052,Akademi Farmasi Yamasi,Indonesia,30035,6553,7212,https://en.wikipedia.org/wiki/Akademi Farmasi Yama
3725,30149,Universitas Ibnu Chaldun Jakarta,Indonesia,30134,6553,7212,https://ror.org/046xqdg50
3726,30149,Sekolah Tinggi Teknik Nusantara STTN Lampung,Indonesia,30134,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Tekni
3727,30149,Sekolah Tinggi Abdi Nusa Pangkalpinang,Indonesia,30134,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Abdi 
3728,30149,Akademi Kebidanan AKBID Dharma Praja Bondowoso,Indonesia,30134,6553,7212,https://en.wikipedia.org/wiki/Akademi Kebidanan AK
3729,30149,Auston College Myanmar,Myanmar,30134,6553,7212,https://en.wikipedia.org/wiki/Auston College Myanm
3730,30149,Akademi Kebidanan AKBID Duta Dharma,Indonesia,30134,6553,7212,https://en.wikipedia.org/wiki/Akademi Kebidanan AK
3731,30149,Dato' Lela Maharaja Vocational College,Malaysia,30134,6553,7212,https://en.wikipedia.org/wiki/Dato' Lela Maharaja 
3732,30149,LPPM STIKES MW,Indonesia,30134,6553,7212,https://en.wikipedia.org/wiki/LPPM STIKES MW
3733,30149,Akademi Komunitas Manajemen Perhotelan Indonesia,Indonesia,30134,6553,7212,https://en.wikipedia.org/wiki/Akademi Komunitas Ma
3734,30149,Maxwell Academy,Malaysia,30134,6553,7212,https://en.wikipedia.org/wiki/Maxwell Academy
3735,30149,Akademi Kebidanan Mitra Sehat AKMS Sidoarjo,Indonesia,30134,6553,7212,https://en.wikipedia.org/wiki/Akademi Kebidanan Mi
3736,30149,Politeknik Anika Palembang,Indonesia,30134,6553,7212,https://en.wikipedia.org/wiki/Politeknik Anika Pal
3737,30149,Universitas Purwakarta UNPUR Purwakarta,Indonesia,30134,6553,7212,https://en.wikipedia.org/wiki/Universitas Purwakar
3738,30149,St Nicolas College of Business and Technology,Philipine,30134,6553,7212,https://en.wikipedia.org/wiki/St Nicolas College o
3739,30149,State Pariyatti Sasana University,Myanmar,30134,6553,7212,https://en.wikipedia.org/wiki/State Pariyatti Sasa
3740,30149,Sekolah Tinggi Agama Islam STAI Kharisma Cicurug Sukabumi,Indonesia,30134,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
3741,30149,Sekolah Tinggi Agama Islam STAI Syaichona Moh. Cholil Bangkalan,Indonesia,30134,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
3742,30149,Sekolah Tinggi Agama Islam STAI Yastis Padang,Indonesia,30134,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
3743,30149,Sekolah Tinggi Bahasa Asing STBA Sebelas April Sumedang,Indonesia,30134,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Bahas
3744,30149,Sekolah Tinggi Ilmu Administrasi STIA Indragiri,Indonesia,30134,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3745,30149,Sekolah Tinggi Ilmu Ekonomi STIE Widya Persada,Indonesia,30134,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3746,30149,Sekolah Tinggi Ilmu Kesehatan STIKES FAATHIR Husada,Indonesia,30134,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3747,30149,Sekolah Tinggi Ilmu Kesehatan STIKES Istara Nusantara Jakarta,Indonesia,30134,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3748,30149,Sekolah Tinggi Ilmu Kesehatan STIKES Senior Medan,Indonesia,30134,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3749,30149,Sekolah Tinggi Ilmu Kesehatan STIKES Tengku Maharatu,Indonesia,30134,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3750,30149,Sekolah Tinggi Ilmu Pemerintahan STIP Mujahidin ToliToli,Indonesia,30134,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3751,30149,Sekolah Tinggi Ilmu Tarbiyah STIT Al Khairiyah Cilegon,Indonesia,30134,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3752,30149,Ummuba Muara Bungo,Indonesia,30134,6553,7212,https://en.wikipedia.org/wiki/Ummuba Muara Bungo
3753,30243,(6) Calayan Educational Foundation,Philipine,30229,6553,7212,https://en.wikipedia.org/wiki/(6) Calayan Educatio
3754,30246,Institut Agama Islam IAI Qomaruddin,Indonesia,30532,6457,7212,https://en.wikipedia.org/wiki/Institut Agama Islam
3755,30247,Akademi Kebidanan AKBID Muhammadiyah Madiun,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/Akademi Kebidanan AK
3756,30247,Akademi Farmasi YPPM Mandiri,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/Akademi Farmasi YPPM
3757,30247,Akademi Pariwisata Nasional AKPARNAS Banjarmasin,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/Akademi Pariwisata N
3758,30247,Akademi Keperawatan AKPER Baiturrahmah Padang,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/Akademi Keperawatan 
3759,30247,Akademi Keperawatan AKPER Yaspen Jakarta,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/Akademi Keperawatan 
3760,30247,Sekolah Tinggi Manajemen Informatika dan Komputer STMIK Al Fath,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Manaj
3761,30247,Akademi Gizi Karya Husada,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/Akademi Gizi Karya H
3762,30247,Kolej Teknologi Darulnaim Cawangan Kuala Lumpur KTDKL,Malaysia,30232,6553,7212,https://en.wikipedia.org/wiki/Kolej Teknologi Daru
3763,30247,(3) Pendidikan Bahasa Inggris Muhammadiyah University of Metro,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/(3) Pendidikan Bahas
3764,30247,Sekolah Tinggi Ilmu Ekonomi STIE Satu Nusa Kota Bandar Lampung,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3765,30247,STAI NW Samawa,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/STAI NW Samawa
3766,30247,Sekolah Tinggi Bahasa Asing STBA Pontianak,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Bahas
3767,30247,STEBI Al Jabar,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/STEBI Al Jabar
3768,30247,Sekolah Tinggi Filsafat dan Teologi STFT Widyasasana,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Filsa
3769,30247,Sekolah Tinggi Ilmu Administrasi STIA Bayuangga,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3770,30247,Sekolah Tinggi Ilmu Administrasi STIA BNM Pariaman,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3771,30247,Sekolah Tinggi Ilmu Ekonomi STIE Pengembangan Bisnis dan Manajemen,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3772,30247,Sekolah Tinggi Ilmu Kesehatan STIKES Majene,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3773,30247,STIKES Kesdam IV Diponegoro,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/STIKES Kesdam IV Dip
3774,30247,Stikes Tujuh Belas,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/Stikes Tujuh Belas
3775,30247,Sekolah Tinggi Ilmu Syariah STIS Darul Falah Pagutan Mataram,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3776,30247,Sekolah Tinggi Ilmu Tarbiah STIT Al-Muslihuun,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3777,30247,Sekolah Tinggi Keguruan dan Ilmu Pendidikan STKIP Pasundan Cimahi,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Kegur
3778,30247,Sekolah Tinggi Teologi STT Bethel Samarinda,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Teolo
3779,30247,Sekolah Tinggi Teologi Permata Bangsa Barito,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Teolo
3780,30247,Sekolah Tinggi Teologi Rahmat Emmanuel STT REM,Indonesia,30232,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Teolo
3781,30344,University of Nursing Yangon,Myanmar,30330,6553,7212,https://ror.org/02hdk9s78
3782,30344,Akademi Kebidanan AKBID JMS Annisa Jambi,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Akademi Kebidanan AK
3783,30344,Akademi Kebidanan AKBID Paramata Raha,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Akademi Kebidanan AK
3784,30344,Akademi Pariwisata Jakarta,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Akademi Pariwisata J
3785,30344,Akademi Pariwisata Muhammadiyah Aceh,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Akademi Pariwisata M
3786,30344,Al Aqidah Al Hasyimiyyah Islamic College,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Al Aqidah Al Hasyimi
3787,30344,Akademi Manajemen Komputer dan Informatika AMKI Yainco Ketapang,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Akademi Manajemen Ko
3788,30344,Politeknik Bhakti Semesta,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Politeknik Bhakti Se
3789,30344,Epitome College,Malaysia,30330,6553,7212,https://en.wikipedia.org/wiki/Epitome College
3790,30344,Institut Agama Islam Qamarul Huda Bagu Lombok Tengah,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Institut Agama Islam
3791,30344,Sekolah Tinggi Ilmu Ekonomi STIE Indonesia School of Management,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3792,30344,Institut Teknologi dan Kesehatan Avicenna Kendari,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Institut Teknologi d
3793,30344,University of Maubin,Myanmar,30330,6553,7212,https://en.wikipedia.org/wiki/University of Maubin
3794,30344,Mahachai Institute of Automative Technologies,Thailand,30330,6553,7212,https://en.wikipedia.org/wiki/Mahachai Institute o
3795,30344,Newton College,Malaysia,30330,6553,7212,https://en.wikipedia.org/wiki/Newton College
3796,30344,Politeknik Kelautan dan Perikanan Dumai,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Politeknik Kelautan 
3797,30344,Politeknik Nasional,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Politeknik Nasional
3798,30344,PoltekesS YapkesbiI Sukabumi,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/PoltekesS YapkesbiI 
3799,30344,Politeknik KP Kupang,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Politeknik KP Kupang
3800,30344,San Antonio de Padua College,Philipine,30330,6553,7212,https://en.wikipedia.org/wiki/San Antonio de Padua
3801,30344,Sekolah Tinggi Agama Islam STAI Maarif Jambi,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
3802,30344,Sekolah Tinggi Agama Islam STAI Siliwangi Bandung,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
3803,30344,STID Sirnarasa,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/STID Sirnarasa
3804,30344,Sekolah Tinggi Ilmu Ekonomi STIE Bulungan Tarakan,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3805,30344,Sekolah Tinggi Ilmu Ekonomi STIE Gema Widya Bangsa Bandung,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3806,30344,Sekolah Tinggi Ilmu Ekonomi Gempol Pasuruan,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3807,30344,Sekolah Tinggi Ilmu Ekonomi STIE Yadika Bangil,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3808,30344,Sekolah Tinggi Ilmu Farmasi STIFA Pelita Mas Palu,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3809,30344,Sekolah Tinggi Ilmu Kesehatan STIKES Darul Azhar,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3810,30344,Sekolah Tinggi Ilmu Kesehatan STIKES Hakli Semarang,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3811,30344,Sekolah Tinggi Ilmu Tarbiyah STIT Islamiyah Karya Pembangunan Paron Ngawi,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3812,30344,Universitas An Nuur,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Universitas An Nuur
3813,30344,Universitas Nuku,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Universitas Nuku
3814,30344,Universitas Pasifik Morotai,Indonesia,30330,6553,7212,https://en.wikipedia.org/wiki/Universitas Pasifik 
3815,30441,Universitas Quality Berastagi,Indonesia,30428,6553,7212,https://en.wikipedia.org/wiki/Universitas Quality 
3816,30443,Univesitas Nias UNIAS,Indonesia,31571,5305,7212,https://en.wikipedia.org/wiki/Univesitas Nias UNIA
3817,30444,STIDKI NU Indramayu,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/STIDKI NU Indramayu
3818,30444,Akademi Kebidanan AKBID Sakinah Pasuruan,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Akademi Kebidanan AK
3819,30444,Akademi Kebidanan AKBID Salma,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Akademi Kebidanan AK
3820,30444,Akademi Pariwisata Nasional AKPARNAS,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Akademi Pariwisata N
3821,30444,AKPER Pasar Rebo Jakarta,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/AKPER Pasar Rebo Jak
3822,30444,Akademi Komunitas Toyota Indonesia,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Akademi Komunitas To
3823,30444,Sekolah Tinggi Teologi Anugrah Indonesia,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Teolo
3824,30444,BCM College,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/BCM College
3825,30444,Dili Institute of Technology,Timor Leste,30430,6553,7212,https://en.wikipedia.org/wiki/Dili Institute of Te
3826,30444,F L Vargas College,Philipine,30430,6553,7212,https://en.wikipedia.org/wiki/F L Vargas College
3827,30444,Institut Agama Islam Sumatera Barat,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Institut Agama Islam
3828,30444,Institut Teknologi dan Bisnis Diniyyah Lampung,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Institut Teknologi d
3829,30444,Institut Teknologi Minaesa Tomohon,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Institut Teknologi M
3830,30444,STIE Jakarta International College,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/STIE Jakarta Interna
3831,30444,Monas Pacific Culinary Academy,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Monas Pacific Culina
3832,30444,Kampus Manajemen Bisnis Terbaik Politeknik Cendana Medan,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Kampus Manajemen Bis
3833,30444,Poltekes Bhakti Pertiwi Husada Cirebon,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Poltekes Bhakti Pert
3834,30444,STAI Al Azhar Gowa,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/STAI Al Azhar Gowa
3835,30444,Sekolah Tinggi Agama Islam STAI Balai Selasa Pesisir Selatan,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
3836,30444,Sekolah Tinggi Agama Islam STAI Natuna,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
3837,30444,STAI Tulang Bawang Lampung,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/STAI Tulang Bawang L
3838,30444,Sekolah Tinggi Arsitektur YKPN Yogyakarta,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Arsit
3839,30444,Sekolah Tinggi Ilmu Ekonomi STIE Kalpataru Bogor,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3840,30444,Sekolah Tinggi Ilmu Ekonomi STIE Paripurna,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3841,30444,Sekolah Tinggi Ilmu Ekonomi STIE Panca Bhakti Palu,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3842,30444,Sekolah Tinggi Ilmu Hukum STIH Muhammadiyah Asahan Kisaran,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3843,30444,Sekolah Tinggi Ilmu Hukum Manokwari,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3844,30444,Sekolah Tinggi Ilmu Tarbiyah STIT Darul Ulum Kotabaru,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3845,30444,Sekolah Tinggi Keguruan dan Ilmu Pendidikan STKIP YDB Lubuk Alung,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Kegur
3846,30444,Sekolah Tinggi Theologia Abdi Tuhan Injili STT ATI,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Theol
3847,30444,STT ADHI Wacana Surabaya,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/STT ADHI Wacana Sura
3848,30444,Sekolah Tinggi Teknik Baramuli Pinrang,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Tekni
3849,30444,Sekolah Tinggi Teologi Duta Panisal,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Teolo
3850,30444,STT El-Shadday Surakarta,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/STT El-Shadday Surak
3851,30444,STT Yerusalem Baru Manado,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/STT Yerusalem Baru M
3852,30444,St Vincent's College,Philipine,30430,6553,7212,https://en.wikipedia.org/wiki/St Vincent's College
3853,30444,University of Computer Studies Maubin,Myanmar,30430,6553,7212,https://en.wikipedia.org/wiki/University of Comput
3854,30444,Universitas Mandala Waluya,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Universitas Mandala 
3855,30444,Universitas Kristen Tentena Sulawesi Tengah,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Universitas Kristen 
3856,30444,Yayasan Pendidikan Yapti Turatea Indonesia,Indonesia,30430,6553,7212,https://en.wikipedia.org/wiki/Yayasan Pendidikan Y
3857,30543,Universitas Bhamada Slawi,Indonesia,30529,6553,7212,https://en.wikipedia.org/wiki/Universitas Bhamada 
3858,30546,AIKOM Ternate,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/AIKOM Ternate
3859,30546,Akademi Keperawatan AKPER Metuari Waya,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/Akademi Keperawatan 
3860,30546,AMI AIPI Makassar,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/AMI AIPI Makassar
3861,30546,Akademi Keperawatan Andalusia & Akademi Gizi Andalusia,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/Akademi Keperawatan 
3862,30546,Akademi Refraksi Optisi Padang,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/Akademi Refraksi Opt
3863,30546,Akademi Sekretari dan Manajemen Indonesia ASMI Surabaya,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/Akademi Sekretari da
3864,30546,Akademi Kebidanan Farama Mulya,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/Akademi Kebidanan Fa
3865,30546,(3) Fakultas Ekonomi dan Bisnis Universitas Pancasila,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/(3) Fakultas Ekonomi
3866,30546,(3) Fakultas Pertanian UNMURA,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/(3) Fakultas Pertani
3867,30546,Institut Kesehatan Prima Nusantara Bukittinggi,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/Institut Kesehatan P
3868,30546,IKIP WIDYA Darma Surabaya,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/IKIP WIDYA Darma Sur
3869,30546,Pacific Institute of Management Sciences,Thailand,30532,6553,7212,https://en.wikipedia.org/wiki/Pacific Institute of
3870,30546,Sekolah Tinggi Agama Islam Al-Husain STAIA SW,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
3871,30546,Sekolah Tinggi Bustanul Ulum STAIBU,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Busta
3872,30546,STAI DDI Majene,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/STAI DDI Majene
3873,30546,Sekolah Tinggi Agama Islam Shalahuddin STAISA Al Ayyubi Jakarta,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
3874,30546,Sekolah Tinggi Agama Islam Swasta STAIS Lan Taboer,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
3875,30546,Sekolah Tinggi Ilmu Administrasi Bone,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3876,30546,Sekolah Tinggi Ilmu Islam dan Bahasa Arab STIBA IEC Bekasi,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3877,30546,STIE IBMI,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/STIE IBMI
3878,30546,Sekolah Tinggi Ilmu Kesehatan STIKES Hang Tuah Tanjungpinang,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3879,30546,Sekolah Tinggi Ilmu Kesehatan STIKES Marendeng,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3880,30546,STIS Dayah Amal Aceh Timur,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/STIS Dayah Amal Aceh
3881,30546,Sekolah Tinggi Ilmu Sosial dan Ilmu Politik STISIP Imam Bonjol Padang,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3882,30546,Sekolah Tinggi Ilmu Tarbiyah STIT Al Hilal Sigli,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
3883,30546,Sekolah Tinggi Teologi Basom STT Basom,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Teolo
3884,30546,STT IBC STT Injil Bhakti Caraka,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/STT IBC STT Injil Bh
3885,30546,STTIB Mandiri,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/STTIB Mandiri
3886,30546,STT Arastamar Riau,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/STT Arastamar Riau
3887,30546,University College Fairview,Malaysia,30532,6553,7212,https://en.wikipedia.org/wiki/University College F
3888,30546,University of Computer Studies Dawei,Myanmar,30532,6553,7212,https://en.wikipedia.org/wiki/University of Comput
3889,30546,University of Forestry and Environmental Science Yezin,Myanmar,30532,6553,7212,https://en.wikipedia.org/wiki/University of Forest
3890,30546,UNIPEM,Indonesia,30532,6553,7212,https://en.wikipedia.org/wiki/UNIPEM
3891,30634,Technological University Hmawbi,Myanmar,30621,6553,7212,https://ror.org/046tej914
3892,30634,Akademi Kebidanan AKBID Aifa Husada Madura,Indonesia,30621,6553,7212,https://en.wikipedia.org/wiki/Akademi Kebidanan AK
